"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.66","","","","","","","2","before &quot;se&quot;), set the viewspecs to &quot;y&quot; to"
"1.66","","","","","","","3","turn on blank lines.  Then follow the directions in the"
"1.66","","","","","","","4","statements below to practice working with whole statements."
"1.67","67","068","THOM","Thu 27 Sep 1979 07:46:38 GMT+00:00","2","1","",""
"1.67","","","","","","","1","Delete this statement entirely."
"1.68","68","069","ROSE","Mon 25 Feb 1980 07:54:35 GMT+00:00","2","1","",""
"1.68","","","","","","","1","Make a copy of this immediately following this (using Insert)."
"1.69","69","070","ROSE","Tue 26 Feb 1980 00:00:22 GMT+00:00","2","2","",""
"1.69","","","","","","","1","Move this statement so that it follows &quot;REVIEW"
"1.69","","","","","","","2","EXERCISE&quot; above."
"1.70","70","071","ROSE","Mon 25 Feb 1980 07:54:30 GMT+00:00","2","3","",""
"1.70","","","","","","","1","Replace this statement with the much shorter statement"
"1.70","","","","","","","2","&quot;This is a shorter statement&quot;.  Don't do it by"
"1.70","","","","","","","3","deleting the text at the beginning and end of the statement."
"1.71","71","072","ROSE","Mon 5 Jan 1981 07:39:17 GMT+00:00","2","6","",""
"1.71","","","","","","","1","Read this, then delete this.  You have now learned most of the"
"1.71","","","","","","","2","basic editing commands.  Experiment with them.  If you like, you"
"1.71","","","","","","","3","can go back through this file, and modify (or mangle) it any way"
"1.71","","","","","","","4","you want.  Have fun.  Try inserting your own paragraph, editing"
"1.71","","","","","","","5","it, and deleting it -- just take the time to look at one more"
"1.71","","","","","","","6","screenful first."
"1.72","72","073","ROSE","Tue 26 Feb 1980 00:00:26 GMT+00:00","2","1","",""
"1.72","","","","","","","1","TO USE THIS FILE AGAIN"
"1.73","73","074","ROSE","Mon 5 Jan 1981 07:39:33 GMT+00:00","2","19","",""
"1.73","","","","","","","1","Actually, none of the edits you have made so far are permanent."
"1.73","","","","","","","2","If you wish to go back to the way the file was before you"
"1.73","","","","","","","3","started, you can delete all your modifications with the single"
"1.73","","","","","","","4","command:  Delete Modifications (typed &quot;dm&quot;).  Since"
"1.73","","","","","","","5","this is usually a drastic step, you will be required to give two"
"1.73","","","","","","","6","<OK>'s to confirm it.  Remember this command.  Write it down on"
"1.73","","","","","","","7","a piece of paper, and then go have fun with the file.  When you"
"1.73","","","","","","","8","are done, you can Delete Modifications, and you will have your"
"1.73","","","","","","","9","original TUTOR file back.  Later you will learn to make your"
"1.73","","","","","","","10","modifications a permanent part of the file, along with a number"
"1.73","","","","","","","11","of other things.  You've done quite a bit already.  Remember, to"
"1.73","","","","","","","12","get back to the beginning of this file, the command is Jump"
"1.73","","","","","","","13","Origin, followed by two <OK>'s.  Have fun, and when you are"
"1.73","","","","","","","14","done, you can continue in the file named TUTOR2.  You can get"
"1.73","","","","","","","15","there now by using another kind of Jump command, which will be"
"1.73","","","","","","","16","discussed later.  For now, just type &quot;jl&quot; (you should"
"1.73","","","","","","","17","see &quot;Jump (to) Link&quot; in the command window), then type"
"1.73","","","","","","","18","&quot;tutor2,&quot; (be sure to include the final comma), and"
"1.73","","","","","","","19","then type <OK>."
"1.74","74","075","ROSE","Mon 5 Jan 1981 07:34:52 GMT+00:00","2","4","",""
"1.74","","","","","","","1","If you wish to stop working now and come back later, perhaps to"
"1.74","","","","","","","2","use TUTOR2, you will need to know how to get there after logging"
"1.74","","","","","","","3","into the computer.  If you type &quot;tutor&quot; again, you"
"1.74","","","","","","","4","will get back to this file."
"1.75","75","076","THOM","Thu 28 Feb 1980 05:11:15 GMT+00:00","2","1","",""
"1.75","","","","","","","1","HOW TO ENTER AND LEAVE AUGMENT"
"1.76","76","077","ROSE","Mon 5 Jan 1981 07:35:18 GMT+00:00","2","7","",""
"1.76","","","","","","","1","Instead of typing &quot;tutor&quot;, type &quot;augment&quot; at"
"1.76","","","","","","","2","the Executive &quot;@&quot; sign.  This will put you in the"
"1.76","","","","","","","3","AUGMENT editor, viewing a file called your &quot;initial"
"1.76","","","","","","","4","file&quot;, where all your sessions with the editor will begin."
"1.76","","","","","","","5","To get to TUTOR2, simply type &quot;jltutor2,<OK>&quot;"
"1.76","","","","","","","6","(remembering the final comma), and you will be there.  Write"
"1.76","","","","","","","7","this down, so you will remember it tomorrow."
"1.77","77","078","ROSE","Mon 5 Jan 1981 07:35:28 GMT+00:00","2","3","",""
"1.77","","","","","","","1","If you want to log out, type &quot;lj<OK>&quot; (it stands for"
"1.77","","","","","","","2","&quot;Logout Job&quot;).  If you want to go back to the"
"1.77","","","","","","","3","Executive to run another program, type &quot;q<OK>&quot;."
