"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.32","","","","","","","2","impossible to make full use of the structuredness of AUGMENT"
"1.32","","","","","","","3","files.  In the next file, TUTOR3, you will make heavy use of the"
"1.32","","","","","","","4","structure of the file."
"1.33","33","064","ROSE","Tue 6 Jan 1981 00:20:45 GMT+00:00","2","13","",""
"1.33","","","","","","","1","The left &quot;ALL&quot; or number at the upper right corner of"
"1.33","","","","","","","2","your screen represents the number of levels shown, or how deeply"
"1.33","","","","","","","3","into the structure you are viewing.  As was stated before, the"
"1.33","","","","","","","4","right &quot;ALL&quot; or number represents the number of lines"
"1.33","","","","","","","5","of each statement you are viewing.  Clipping this down to one or"
"1.33","","","","","","","6","two lines also helps you to get a quick overview of the contents"
"1.33","","","","","","","7","of a file; generally, in a well written paragraph, the first"
"1.33","","","","","","","8","line or two should give a good idea of the rest of the contents."
"1.33","","","","","","","9","As with level clipping, line clipping is controlled by"
"1.33","","","","","","","10","viewspecs, and the pattern is exactly the same:  viewspecs a, b,"
"1.33","","","","","","","11","c, and d represented one less, one more, all, and one level,"
"1.33","","","","","","","12","respectively; viewspecs q, r, s, and t represent one less, one"
"1.33","","","","","","","13","more, all, and one line of each statement being shown."
"1.34","34","065","ROSE","Tue 6 Jan 1981 00:21:23 GMT+00:00","2","15","",""
"1.34","","","","","","","1","You may want to jot these down as well, before you begin"
"1.34","","","","","","","2","experimenting with them (again, if you get into viewspec"
"1.34","","","","","","","3","trouble, use the Reset Viewspecs command to bail out)."
"1.34","","","","","","","4","Following this statement is another group of statements that you"
"1.34","","","","","","","5","can view using both the level clipping and line clipping"
"1.34","","","","","","","6","viewspecs (any combination of them is valid -- to see exactly"
"1.34","","","","","","","7","what is in effect, look at the numbers or ALL's at the top of"
"1.34","","","","","","","8","your screen, and remember that the left one is levels and the"
"1.34","","","","","","","9","right one is lines).  Jump to the next statement (with statement"
"1.34","","","","","","","10","numbers on), and try the following viewspec combinations using"
"1.34","","","","","","","11","the Set Viewspecs command (you can set more than one at a time):"
"1.34","","","","","","","12","dt, ds, ct, dbt, dbtr.  (Jot these down, too.  They will"
"1.34","","","","","","","13","disappear when you start fiddling with the viewspecs.)  Note"
"1.34","","","","","","","14","both the view of the file and the numbers in the viewspec"
"1.34","","","","","","","15","window.  Try other viewspec cobinations."
"1.35","35","066","ROSE","Tue 6 Jan 1981 00:07:08 GMT+00:00","2","2","",""
"1.35","","","","","","","1","This is the first line of a first-level statement,this is the"
"1.35","","","","","","","2","second line,and this is the third."
"1.35.1","35a","067","ROSE","Tue 6 Jan 1981 00:21:42 GMT+00:00","3","3","",""
"1.35.1","","","","","","","1","Here is a second-level statement which also has three lines in"
"1.35.1","","","","","","","2","it.  Do not worry yet about how the strange line breaks were"
"1.35.1","","","","","","","3","forced in the statement above -- it will be covered later."
"1.35.1.1","35a1","068","ROSE","Tue 6 Jan 1981 00:21:33 GMT+00:00","4","2","",""
"1.35.1.1","","","","","","","1","Here is a third-level statement with only two lines in it.  It"
"1.35.1.1","","","","","","","2","will all be visible when the line viewspec number is 2 or more."
"1.36","36","069","ROSE","Tue 6 Jan 1981 00:07:09 GMT+00:00","2","1","",""
"1.36","","","","","","","1","Here is a one-line first-level statement."
"1.36.1","36a","070","ROSE","Tue 6 Jan 1981 00:21:48 GMT+00:00","3","1","",""
"1.36.1","","","","","","","1","Here is a one-line second-level statement."
"1.36.1.1","36a1","071","ROSE","Tue 6 Jan 1981 00:21:49 GMT+00:00","4","1","",""
"1.36.1.1","","","","","","","1","Here is a one-line third-level statement."
"1.36.1.1.1","36a1a","072","ROSE","Tue 6 Jan 1981 00:21:54 GMT+00:00","5","6","",""
"1.36.1.1.1","","","","","","","1","Here is a multiple-line fourth-level statement.  When you are"
"1.36.1.1.1","","","","","","","2","seeing at least 4 levels, try setting the viewspecs so that they"
"1.36.1.1.1","","","","","","","3","show only one line, and then keep adding one more line at a"
"1.36.1.1.1","","","","","","","4","time, until you can see the whole thing.  If you are wondering"
"1.36.1.1.1","","","","","","","5","what the limits are, try setting all lines (or levels), and"
"1.36.1.1.1","","","","","","","6","subtracting one (using &quot;a&quot; or &quot;q&quot;)."
"1.37","37","073","ROSE","Tue 6 Jan 1981 00:07:11 GMT+00:00","2","3","",""
"1.37","","","","","","","1","Well, hopefully you now have a good idea about how structure can"
"1.37","","","","","","","2","be used to your advantage when viewing text.  Now we will learn"
"1.37","","","","","","","3","how to build structure into your own files."
"1.38","38","074","RVR","Thu 18 Oct 1984 06:21:10 GMT+00:00","2","16","",""
"1.38","","","","","","","1","It is not much harder than inserting a statement.  Recall that"
"1.38","","","","","","","2","to enter a new statement into your file, you used the command"
"1.38","","","","","","","3","&quot;Insert Statement&quot;.  After the noise words &quot;(to"
"1.38","","","","","","","4","follow statement at)&quot;, you marked the statement in the file"
"1.38","","","","","","","5","that you wanted the new statement to follow.  What you did"
"1.38","","","","","","","6","before was simply to begin typing the text of the new statement."
"1.38","","","","","","","7","If you try it again (type &quot;is&quot; now, and mark this"
"1.38","","","","","","","8","statement), you will note that the prompt includes"
"1.38","","","","","","","9","&quot;L&quot;, which stands for &quot;level adjustment&quot;."
"1.38","","","","","","","10","If you want the new statement at the same level as the one you"
"1.38","","","","","","","11","marked, simply type <OK>, or begin typing the new statement.  If"
"1.38","","","","","","","12","you want the new statement to be under the marked one, type"
"1.38","","","","","","","13","&quot;d<OK>&quot; (&quot;d&quot; stands for &quot;down&quot;)."
"1.38","","","","","","","14","Similarly, &quot;u<OK>&quot; would make the next statement at a"
"1.38","","","","","","","15","higher level than the statement marked (&quot;u&quot; stands for"
"1.38","","","","","","","16","&quot;up&quot;)."
"1.39","39","075","ROSE","Tue 6 Jan 1981 00:22:30 GMT+00:00","2","8","",""
"1.39","","","","","","","1","Important:  The level adjustment is relative to the statement"
"1.39","","","","","","","2","you mark.  If you mark a fifth-level statement and give no level"
"1.39","","","","","","","3","adjustment, the new statement will be at the fifth level.  If"
"1.39","","","","","","","4","you indicate &quot;d&quot; for down, the new statement will be"
"1.39","","","","","","","5","below the marked statement (at the sixth level).  If you say"
"1.39","","","","","","","6","&quot;u&quot;, it will be at the fourth level, and so on.  (To"
"1.39","","","","","","","7","put a statement up two levels, type &quot;uu&quot;.  Why do you"
"1.39","","","","","","","8","suppose &quot;dd&quot; makes no sense?)"
"1.40","40","076","ROSE","Tue 6 Jan 1981 00:08:41 GMT+00:00","2","3","",""
"1.40","","","","","","","1","Go ahead and create an outline of your own (perhaps a family"
"1.40","","","","","","","2","tree of a person, with the children underneath, and the"
"1.40","","","","","","","3","grandchildren under that).  Insert it under this statement."
"1.41","41","077","RVR","Thu 18 Oct 1984 06:21:29 GMT+00:00","2","7","",""
"1.41","","","","","","","1","Well, that's plenty of material for now.  The main subjects"
"1.41","","","","","","","2","covered here have been improved methods for jumping around and"
"1.41","","","","","","","3","an introduction to structure.  We have covered a lot of new"
"1.41","","","","","","","4","viewspecs, and have learned to insert statements at different"
"1.41","","","","","","","5","levels.  A short review section follows this, and the next"
"1.41","","","","","","","6","installment appears in a file named TUTOR3 (Jump (to) File"
"1.41","","","","","","","7","(named) tutor3<OK> V:<OK> remember?)"
"1.42","42","078","THOM","Fri 14 Dec 1979 02:22:01 GMT+00:00","2","1","",""
"1.42","","","","","","","1","REVIEW"
"1.42.1","42a","079","THOM","Fri 14 Dec 1979 02:22:04 GMT+00:00","3","1","",""
"1.42.1","","","","","","","1","New viewspecs"
"1.42.1.1","42a1","080","THOM","Fri 14 Dec 1979 02:22:45 GMT+00:00","4","1","",""
"1.42.1.1","","","","","","","1","a -- show one level less"
"1.42.1.2","42a2","081","THOM","Fri 14 Dec 1979 02:22:44 GMT+00:00","4","1","",""
"1.42.1.2","","","","","","","1","b -- show one level more"
"1.42.1.3","42a3","082","THOM","Fri 14 Dec 1979 02:22:15 GMT+00:00","4","1","",""
"1.42.1.3","","","","","","","1","c -- show all levels"
"1.42.1.4","42a4","083","THOM","Fri 14 Dec 1979 02:22:18 GMT+00:00","4","1","",""
"1.42.1.4","","","","","","","1","d -- show one level only"
"1.42.1.5","42a5","089","THOM","Fri 14 Dec 1979 02:22:53 GMT+00:00","4","1","",""
"1.42.1.5","","","","","","","1","m -- statement numbers on"
"1.42.1.6","42a6","090","THOM","Fri 14 Dec 1979 02:22:56 GMT+00:00","4","1","",""
"1.42.1.6","","","","","","","1","n -- statement numbers off"
"1.42.1.7","42a7","084","THOM","Fri 14 Dec 1979 02:22:22 GMT+00:00","4","1","",""
"1.42.1.7","","","","","","","1","q -- show one line less"
"1.42.1.8","42a8","085","THOM","Fri 14 Dec 1979 02:22:25 GMT+00:00","4","1","",""
"1.42.1.8","","","","","","","1","r -- show one line more"
"1.42.1.9","42a9","086","THOM","Fri 14 Dec 1979 02:22:41 GMT+00:00","4","1","",""
"1.42.1.9","","","","","","","1","s -- show all lines"
"1.42.1.10","42a10","087","THOM","Fri 14 Dec 1979 02:22:42 GMT+00:00","4","1","",""
"1.42.1.10","","","","","","","1","t -- show one line only"
"1.42.2","42b","088","THOM","Fri 14 Dec 1979 02:22:49 GMT+00:00","3","1","",""
"1.42.2","","","","","","","1","Old viewspecs"
"1.42.2.1","42b1","091","ROSE","Tue 6 Jan 1981 00:09:27 GMT+00:00","4","1","",""
"1.42.2.1","","","","","","","1","y -- blank lines on between statements"
"1.42.2.2","42b2","092","THOM","Fri 14 Dec 1979 02:23:04 GMT+00:00","4","1","",""
"1.42.2.2","","","","","","","1","z -- no blank lines between statements"
"1.42.3","42c","093","ROSE","Tue 6 Jan 1981 00:13:10 GMT+00:00","3","1","",""
"1.42.3","","","","","","","1","Jump commands"
"1.42.3.1","42c1","094","THOM","Fri 2 May 1980 05:28:32 GMT+00:00","4","1","",""
"1.42.3.1","","","","","","","1","Jump (to) MARK viewspecs <OK>"
"1.42.3.2","42c2","095","THOM","Fri 14 Dec 1979 02:23:18 GMT+00:00","4","1","",""
"1.42.3.2","","","","","","","1","Jump (to) Origin viewspecs <OK>"
"1.42.3.3","42c3","0109","RVR","Thu 18 Oct 1984 06:22:11 GMT+00:00","4","1","",""
"1.42.3.3","","","","","","","1","Jump (to) File (named) filename <OK> viewspecs <OK>"
"1.42.3.4","42c4","096","ROSE","Fri 9 Jan 1981 06:27:45 GMT+00:00","4","1","",""
"1.42.3.4","","","","","","","1","Jump (to) Link link <OK>"
"1.42.4","42d","097","THOM","Fri 14 Dec 1979 02:24:10 GMT+00:00","3","1","",""
"1.42.4","","","","","","","1","Links (and examples)"
"1.42.4.1","42d1","098","ROSE","Tue 6 Jan 1981 00:13:13 GMT+00:00","4","1","",""
"1.42.4.1","","","","","","","1","Statement numbers:  15  2  12a  12a2b"
"1.42.4.2","42d2","099","ROSE","Tue 6 Jan 1981 00:13:19 GMT+00:00","4","1","",""
"1.42.4.2","","","","","","","1","File names (followed by a comma):  tutor, tutor2,"
"1.42.4.3","42d3","0100","ROSE","Tue 6 Jan 1981 00:13:11 GMT+00:00","4","1","",""
"1.42.4.3","","","","","","","1","Combinations:  tutor,3   tutor2,12a"
"1.42.4.4","42d4","0101","ROSE","Tue 6 Jan 1981 00:13:24 GMT+00:00","4","1","",""
"1.42.4.4","","","","","","","1","Links with viewspecs:  15:dm  tutor,3:army  tutor2,:ds"
"1.42.5","42e","0103","THOM","Fri 14 Dec 1979 02:27:11 GMT+00:00","3","1","",""
"1.42.5","","","","","","","1","Other commands"
"1.42.5.1","42e1","0104","ROSE","Tue 6 Jan 1981 00:13:36 GMT+00:00","4","2","",""
"1.42.5.1","","","","","","","1","Verb Noun, where Verb = Insert, Delete, Move, or Replace, and"
"1.42.5.1","","","","","","","2","Noun = Character, Text, Word, or Statement."
"1.42.5.2","42e2","0105","THOM","Fri 14 Dec 1979 02:27:33 GMT+00:00","4","1","",""
"1.42.5.2","","","","","","","1","Reset Viewspecs"
"1.42.5.3","42e3","0106","THOM","Fri 14 Dec 1979 02:27:35 GMT+00:00","4","1","",""
"1.42.5.3","","","","","","","1","Set Viewspecs"
"1.42.5.4","42e4","0107","THOM","Fri 14 Dec 1979 02:27:38 GMT+00:00","4","1","",""
"1.42.5.4","","","","","","","1","Delete Modifications"
"1.42.6","42f","0102","ROSE","Tue 6 Jan 1981 00:13:50 GMT+00:00","3","7","",""
"1.42.6","","","","","","","1","It might be a good idea to refresh your knowledge of the editing"
"1.42.6","","","","","","","2","commands learned previously as well.  Try inserting some new"
"1.42.6","","","","","","","3","statements (with structure), and editing them.  You may want to"
"1.42.6","","","","","","","4","try changing the structure of the material you create.  Try to"
"1.42.6","","","","","","","5","figure out how to move statements so that they are under"
"1.42.6","","","","","","","6","different statements, or so that different levels are moved to"
"1.42.6","","","","","","","7","the same level.  The next file to look at is named TUTOR3."
