"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.13.1","","","","","","","14","a very powerful living knowledge environment designed"
"1.13.1","","","","","","","15","specifically to boost our Collective IQ. This includes not only"
"1.13.1","","","","","","","16","the highly efficient navigation through the knowledge space, but"
"1.13.1","","","","","","","17","the development, integration, and application of that knowledge"
"1.13.1","","","","","","","18","as well."
"1.14","14","0292","CE","Tue 5 Sep 2006 01:42:47 GMT+00:00","2","4","",""
"1.14","","","","","","","1","Congratulations! This completes your lesson on the basics of"
"1.14","","","","","","","2","HyperScope browsing. If you are feeling adventurous and have a"
"1.14","","","","","","","3","bit more time, you can now advance to Turbo Mode."
"1.14","","","","","","","4","<BR/>______________________________________________"
"1.15","15","073","CE","Tue 5 Sep 2006 01:40:16 GMT+00:00","2","1","",""
"1.15","","","","","","","1","TURBO MODE"
"1.15.1","15a","0250","CE","Thu 7 Sep 2006 07:36:20 GMT+00:00","3","7","",""
"1.15.1","","","","","","","1","HyperScope was designed to support a wide range of users -- from"
"1.15.1","","","","","","","2","the simplest point and click browser users, all the way up to"
"1.15.1","","","","","","","3","professional high performance knowledge developers and"
"1.15.1","","","","","","","4","harvestors, plus everyone in between. For the power user, we"
"1.15.1","","","","","","","5","offer Turbo Mode, where you can enter command key equivalents"
"1.15.1","","","","","","","6","for a wide variety of Jump and Set Viewspecs commands on the"
"1.15.1","","","","","","","7","fly, without stopping to click on buttons and radio dials."
"1.15.2","15b","0294","CE","Thu 7 Sep 2006 07:36:52 GMT+00:00","3","1","",""
"1.15.2","","","","","","","1","=> Morphing to Turbo Mode Instructions"
"1.15.2.1","15b1","0295","CE","Fri 8 Sep 2006 01:40:40 GMT+00:00","4","1","",""
"1.15.2.1","","","","","","","1","1.  Click on the Turbo Mode button above."
"1.16","16","0339","CE","Thu 7 Sep 2006 07:40:37 GMT+00:00","2","1","",""
"1.16","","","","","","","1","TURBO MODE JUMP COMMANDS"
"1.16.1","16a","0297","CE","Fri 8 Sep 2006 01:38:33 GMT+00:00","3","4","",""
"1.16.1","","","","","","","1","In place of your Jump and Viewspecs buttons you now see the"
"1.16.1","","","","","","","2","HyperScope command center homebase. The &quot;C:&quot; is a"
"1.16.1","","","","","","","3","prompt awaiting your command (&quot;C&quot; for"
"1.16.1","","","","","","","4","&quot;Command&quot;)."
"1.16.2","16b","0357","CE","Fri 8 Sep 2006 01:38:33 GMT+00:00","3","11","",""
"1.16.2","","","","","","","1","Let's start with a Jump command. The first Jump command you'll"
"1.16.2","","","","","","","2","learn is the Jump (to) Item command which is similar to the Jump"
"1.16.2","","","","","","","3","button you are already familiar with. All you have to enter is a"
"1.16.2","","","","","","","4","&quot;j&quot; for &quot;Jump&quot; and an &quot;i&quot; for"
"1.16.2","","","","","","","5","&quot;Item&quot; and HyperScope will fill out the command words"
"1.16.2","","","","","","","6","for you and prompt you for what to do next. A &quot;M/A:&quot;"
"1.16.2","","","","","","","7","prompts you to mark (click) or enter the address number of the"
"1.16.2","","","","","","","8","item. A &quot;V:&quot; prompts you to enter any viewspecs you"
"1.16.2","","","","","","","9","want for this jump. If you mess up hit the Backspace key on your"
"1.16.2","","","","","","","10","keyboard to back up, or just hit Escape to start the command"
"1.16.2","","","","","","","11","over. Now try it:"
"1.16.3","16c","0298","CE","Tue 5 Sep 2006 01:53:12 GMT+00:00","3","1","",""
"1.16.3","","","","","","","1","=> &quot;Jump (to) Item&quot; Command"
"1.16.3.1","16c1","0299","CE","Fri 8 Sep 2006 01:40:39 GMT+00:00","4","9","",""
"1.16.3.1","","","","","","","1","1.  Make a note to return here when finished (16C)<BR/>2.  Type"
"1.16.3.1","","","","","","","2","&quot;ji&quot; -- you will see &quot;Jump (to) Item M/A:&quot;"
"1.16.3.1","","","","","","","3","filled out<BR/>3.  Type a &quot;3&quot; and hit Enter -- you"
"1.16.3.1","","","","","","","4","will see &quot;3! V:&quot; filled out<BR/>4.  Type"
"1.16.3.1","","","","","","","5","&quot;mxb&quot; for numbering and outline view and hit"
"1.16.3.1","","","","","","","6","Enter<BR/>5.  Repeat the command, and try clicking on an item"
"1.16.3.1","","","","","","","7","instead of typing in its number, and try different viewspec"
"1.16.3.1","","","","","","","8","codes; if you want to pass on the viewspecs simply hit Enter at"
"1.16.3.1","","","","","","","9","the V: prompt."
"1.16.4","16d","0328","CE","Tue 5 Sep 2006 02:09:53 GMT+00:00","3","2","",""
"1.16.4","","","","","","","1","To return to the browser mode at any time, just click the"
"1.16.4","","","","","","","2","Browser Mode button."
"1.16.5","16e","0327","CE","Tue 5 Sep 2006 02:09:28 GMT+00:00","3","4","",""
"1.16.5","","","","","","","1","There are many more Jump and Viewspecs commands. For now they"
"1.16.5","","","","","","","2","are simply listed below for you to try. The next revision of"
"1.16.5","","","","","","","3","this tutorial will include more complete explanations and"
"1.16.5","","","","","","","4","rationale."
"1.16.6","16f","0302","CE","Thu 7 Sep 2006 07:37:46 GMT+00:00","3","1","",""
"1.16.6","","","","","","","1","Jump commands for navigating based on context:"
"1.16.6.1","16f1","0303","CE","Tue 5 Sep 2006 02:06:10 GMT+00:00","4","1","",""
"1.16.6.1","","","","","","","1","Jump (to) Content First"
"1.16.6.2","16f2","0304","CE","Tue 5 Sep 2006 02:06:15 GMT+00:00","4","1","",""
"1.16.6.2","","","","","","","1","Jump (to) Content Next"
"1.16.6.3","16f3","0305","CE","Tue 5 Sep 2006 02:06:17 GMT+00:00","4","1","",""
"1.16.6.3","","","","","","","1","Jump (to) Word First"
"1.16.6.4","16f4","0306","CE","Tue 5 Sep 2006 02:06:18 GMT+00:00","4","1","",""
"1.16.6.4","","","","","","","1","Jump (to) Word Next"
"1.16.6.5","16f5","0308","CE","Tue 5 Sep 2006 02:06:32 GMT+00:00","4","1","",""
"1.16.6.5","","","","","","","1","Jump (to) Name First [note Name as in anchor name or label]"
"1.16.6.6","16f6","0307","CE","Tue 5 Sep 2006 02:06:23 GMT+00:00","4","1","",""
"1.16.6.6","","","","","","","1","Jump (to) Name Next"
"1.16.7","16g","0301","CE","Thu 7 Sep 2006 07:37:47 GMT+00:00","3","1","",""
"1.16.7","","","","","","","1","Jump commands for navigating the structure of a file:"
"1.16.7.1","16g1","0309","CE","Tue 5 Sep 2006 02:06:58 GMT+00:00","4","1","",""
"1.16.7.1","","","","","","","1","Jump (to) Origin (of file)"
"1.16.7.2","16g2","0311","CE","Tue 5 Sep 2006 02:07:07 GMT+00:00","4","1","",""
"1.16.7.2","","","","","","","1","Jump (to) Next (from)"
"1.16.7.3","16g3","0312","CE","Tue 5 Sep 2006 02:07:10 GMT+00:00","4","1","",""
"1.16.7.3","","","","","","","1","Jump (to) Back (from)"
"1.16.7.4","16g4","0313","CE","Tue 5 Sep 2006 02:07:12 GMT+00:00","4","1","",""
"1.16.7.4","","","","","","","1","Jump (to) Down (from)"
"1.16.7.5","16g5","0314","CE","Tue 5 Sep 2006 02:07:13 GMT+00:00","4","1","",""
"1.16.7.5","","","","","","","1","Jump (to) Up (from)"
"1.16.7.6","16g6","0315","CE","Tue 5 Sep 2006 02:07:17 GMT+00:00","4","1","",""
"1.16.7.6","","","","","","","1","Jump (to) Successor (of)"
"1.16.7.7","16g7","0316","CE","Tue 5 Sep 2006 02:07:21 GMT+00:00","4","1","",""
"1.16.7.7","","","","","","","1","Jump (to) Predecessor (of)"
"1.16.7.8","16g8","0317","CE","Tue 5 Sep 2006 02:07:25 GMT+00:00","4","1","",""
"1.16.7.8","","","","","","","1","Jump (to) Head (of plex at)"
"1.16.7.9","16g9","0318","CE","Tue 5 Sep 2006 02:07:27 GMT+00:00","4","1","",""
"1.16.7.9","","","","","","","1","Jump (to) Tail (of plex at)"
"1.16.7.10","16g10","0319","CE","Tue 5 Sep 2006 02:07:32 GMT+00:00","4","1","",""
"1.16.7.10","","","","","","","1","Jump (to) End (of) Branch (at)"
"1.16.7.11","16g11","0320","CE","Tue 5 Sep 2006 02:07:33 GMT+00:00","4","1","",""
"1.16.7.11","","","","","","","1","Jump (to) End (of) Plex (at)"
"1.16.8","16h","0336","CE","Thu 7 Sep 2006 07:38:14 GMT+00:00","3","1","",""
"1.16.8","","","","","","","1","Jump command for jumping to another file in this directory:"
"1.16.8.1","16h1","0310","CE","Tue 5 Sep 2006 02:07:03 GMT+00:00","4","1","",""
"1.16.8.1","","","","","","","1","Jump (to) File (named)"
"1.16.9","16i","0322","CE","Thu 7 Sep 2006 07:38:32 GMT+00:00","3","3","",""
"1.16.9","","","","","","","1","Jump command for following a link. Note: In HyperScope to follow"
"1.16.9","","","","","","","2","a link you can simply click on the link as you normally would,"
"1.16.9","","","","","","","3","or use the following command and then click on the link:"
"1.16.9.1","16i1","0323","CE","Tue 5 Sep 2006 02:07:59 GMT+00:00","4","1","",""
"1.16.9.1","","","","","","","1","Jump (to) Link"
"1.17","17","0340","CE","Thu 7 Sep 2006 07:40:50 GMT+00:00","2","1","",""
"1.17","","","","","","","1","TURBO MODE VIEWSPEC COMMANDS"
"1.17.1","17a","0324","CE","Thu 7 Sep 2006 07:39:15 GMT+00:00","3","9","",""
"1.17.1","","","","","","","1","To change viewspecs use the Set Viewspecs command -- note that"
"1.17.1","","","","","","","2","the Set verb requires that you type a space (hit the space bar)"
"1.17.1","","","","","","","3","followed by &quot;se&quot; to fill out the command word Set and"
"1.17.1","","","","","","","4","then &quot;v&quot; for Viewspecs. At the V: prompt you type in"
"1.17.1","","","","","","","5","as many viewspecs codes as you want and press Enter. A complete"
"1.17.1","","","","","","","6","list of viewspec codes follows. To restore your viewspecs to the"
"1.17.1","","","","","","","7","initial default viewspecs use the Reset Viewspecs command --"
"1.17.1","","","","","","","8","note that the Reset verb requires a space followed by"
"1.17.1","","","","","","","9","&quot;res&quot; to fill out the command."
"1.17.1.1","17a1","0325","CE","Tue 5 Sep 2006 02:09:01 GMT+00:00","4","1","",""
"1.17.1.1","","","","","","","1","<a href=&quot;#SPACE&quot;>&lt;SPACE&gt;</a>SEt Viewspecs"
"1.17.1.2","17a2","0326","CE","Tue 5 Sep 2006 02:09:02 GMT+00:00","4","1","",""
"1.17.1.2","","","","","","","1","<a href=&quot;#SPACE&quot;>&lt;SPACE&gt;</a>RESet Viewspecs"
"1.18","18","0342","CE","Thu 7 Sep 2006 07:48:11 GMT+00:00","2","1","",""
"1.18","","","","","","","1","VIEWSPECS CHART"
"1.18.1","18a","0343","CE","Thu 7 Sep 2006 07:48:57 GMT+00:00","3","2","",""
"1.18.1","","","","","","","1","Blank lines            Blank lines between items on/off"
"1.18.1","","","","","","","2","y/z"
"1.18.2","18b","0344","CE","Thu 7 Sep 2006 07:49:12 GMT+00:00","3","4","",""
"1.18.2","","","","","","","1","Numbering              Numbering on/off"
"1.18.2","","","","","","","2","m/n<BR/>                       Numbering right/left"
"1.18.2","","","","","","","3","G/H<BR/>                       Show permanent/hierarchical"
"1.18.2","","","","","","","4","numbers      I/J"
"1.18.3","18c","0347","CE","Fri 8 Sep 2006 00:02:08 GMT+00:00","3","7","",""
"1.18.3","","","","","","","1","Level clipping         Show first/+1/-1/all levels"
"1.18.3","","","","","","","2","d/b/a/c<BR/>                       Show levels down to level of"
"1.18.3","","","","","","","3","item        e<BR/>                        jumped to top of"
"1.18.3","","","","","","","4","window<BR/>Line clipping          Show first/+1/-1/all lines"
"1.18.3","","","","","","","5","t/r/q/s<BR/>Outline/normal         Show first level and first"
"1.18.3","","","","","","","6","line only     x<BR/>                       Show all levels and"
"1.18.3","","","","","","","7","all lines            w"
"1.18.4","18d","0348","ROSE","Wed 29 Oct 1980 07:19:33 GMT+00:00","3","4","",""
"1.18.4","","","","","","","1","Structure clipping     Show branch only"
"1.18.4","","","","","","","2","g<BR/>                       Show all branches"
"1.18.4","","","","","","","3","h <BR/>                       Show plex only"
"1.18.4","","","","","","","4","l"
"1.18.5","18e","0349","CE","Fri 8 Sep 2006 00:04:08 GMT+00:00","3","4","",""
"1.18.5","","","","","","","1","Content filtering      Filtering on based on the filter set*"
"1.18.5","","","","","","","2","i<BR/>                       Filtering off"
"1.18.5","","","","","","","3","j<BR/>                       Show next filtered item"
"1.18.5","","","","","","","4","k"
"1.18.6","18f","0350","CE","Fri 8 Sep 2006 00:03:42 GMT+00:00","3","5","",""
"1.18.6","","","","","","","1","Indenting              Level indenting on/off"
"1.18.6","","","","","","","2","A/B<BR/>                       Offsets indenting, with viewspec"
"1.18.6","","","","","","","3","l or    Q<BR/>                       g, starting from level of"
"1.18.6","","","","","","","4","item jumped<BR/>                       to; turn off with"
"1.18.6","","","","","","","5","viewspec h or A"
"1.18.7","18g","0353","CE","Fri 8 Sep 2006 00:05:17 GMT+00:00","3","6","",""
"1.18.7","","","","","","","1","______<BR/>*Setting the Filter: use the Set Viewspecs command"
"1.18.7","","","","","","","2","and at the V: enter the viewspec codes followed by semicolon"
"1.18.7","","","","","","","3","{FILTER} and semicolon where {FILTER} is either a regular"
"1.18.7","","","","","","","4","expression such as /foo/ or a literal search string such as"
"1.18.7","","","","","","","5","&quot;Filterthistext&quot; -- for example: Browser Mode"
"1.18.7","","","","","","","6","Viewspecs More"
"1.18.7.1","18g1","0354","CE","Fri 8 Sep 2006 00:05:16 GMT+00:00","4","1","",""
"1.18.7.1","","","","","","","1","Set Viewspecs V: im;&quot;Filterthistext&quot;;"
"1.18.7.2","18g2","0355","CE","Fri 8 Sep 2006 00:05:25 GMT+00:00","4","1","",""
"1.18.7.2","","","","","","","1","Set Viewspecs V: im;/foo/;"
"1.19","19","0341","CE","Thu 7 Sep 2006 07:40:55 GMT+00:00","2","1","",""
"1.19","","","","","","","1","THANK YOU!"
"1.19.1","19a","0338","CE","Thu 7 Sep 2006 07:40:27 GMT+00:00","3","6","",""
"1.19.1","","","","","","","1","To practice what you've learned, click on this link (or use the"
"1.19.1","","","","","","","2","Jump Link command and click on the link) for Historical"
"1.19.1","","","","","","","3","References http://blueoxen.net/c/hyperscope/wiki.pl?action=brows"
"1.19.1","","","","","","","4","e&amp;id=HistoricalReferences to browse key articles by Doug"
"1.19.1","","","","","","","5","Engelbart describing the significant prior work that inspired"
"1.19.1","","","","","","","6","HyperScope, and that HyperScope will continue to aspire to."
"1.19.2","19b","0337","CE","Thu 7 Sep 2006 07:39:26 GMT+00:00","3","2","",""
"1.19.2","","","","","","","1","Thank you for trying HyperScope! We hope you enjoyed your"
"1.19.2","","","","","","","2","journey."
