"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.3.3.1","","","","","","","6","the file as though the modifications had really been made.  A"
"1.3.3.1","","","","","","","7","possible way to think of it is as if you put a clear plastic"
"1.3.3.1","","","","","","","8","transparency over the real file, and marked your corrections on"
"1.3.3.1","","","","","","","9","it.  This way, if you make a bad mistake that destroys a large"
"1.3.3.1","","","","","","","10","part of your file, you can throw away the plastic transparency,"
"1.3.3.1","","","","","","","11","(delete the modifications), and you will be back where you"
"1.3.3.1","","","","","","","12","started."
"1.3.3.2","3c2","0232","ROSE","Mon 12 Jan 1981 07:39:01 GMT+00:00","4","6","",""
"1.3.3.2","","","","","","","1","In an earlier lesson, we learned to Delete Modifications.  This"
"1.3.3.2","","","","","","","2","is how you get rid of all the corrections, or throw away the"
"1.3.3.2","","","","","","","3","plastic transparency.  Updating a file does just the opposite --"
"1.3.3.2","","","","","","","4","it merges the changes with your real file, and makes them"
"1.3.3.2","","","","","","","5","permanent.  The process of updating also increases the version"
"1.3.3.2","","","","","","","6","number (which was mentioned in <0228> above) by 1."
"1.3.3.3","3c3","0233","ROSE","Thu 8 Jan 1981 00:36:18 GMT+00:00","4","7","",""
"1.3.3.3","","","","","","","1","A typical way to work is to update a file that you are working"
"1.3.3.3","","","","","","","2","on every so often.  In this way, the most work that you can lose"
"1.3.3.3","","","","","","","3","is up to the last time you updated.  Also, if you are"
"1.3.3.3","","","","","","","4","experimenting with a new command that you do not completely"
"1.3.3.3","","","","","","","5","understand, it is a good idea to update the file, and then try"
"1.3.3.3","","","","","","","6","the command.  If the command has unexpected consequences, you"
"1.3.3.3","","","","","","","7","can simply delete the modifications and try again."
"1.3.3.4","3c4","0234","RVR","Mon 15 Nov 1982 07:00:36 GMT+00:00","4","7","",""
"1.3.3.4","","","","","","","1","The command to update a file is &quot;Update (file) New"
"1.3.3.4","","","","","","","2","<OK>&quot;.  (A short cut is to type the &quot;Update&quot;"
"1.3.3.4","","","","","","","3","command followed by two <OK>s).  Be sure to do this regularly to"
"1.3.3.4","","","","","","","4","files that you use a lot.  (There are actually four different"
"1.3.3.4","","","","","","","5","kinds of update.  &quot;Update New&quot; is the most common and"
"1.3.3.4","","","","","","","6","useful, but see the TUTOR4 file if you are interested in the"
"1.3.3.4","","","","","","","7","other kinds.)"
"1.3.4","3d","0235","THOM","Fri 21 Dec 1979 00:29:56 GMT+00:00","3","1","",""
"1.3.4","","","","","","","1","Deleting a file"
"1.3.4.1","3d1","0236","RVR","Mon 15 Nov 1982 07:00:44 GMT+00:00","4","5","",""
"1.3.4.1","","","","","","","1","The command to delete a file is simply &quot;Delete File&quot;."
"1.3.4.1","","","","","","","2","You will then be asked for the name of the file to be deleted,"
"1.3.4.1","","","","","","","3","and three <OK>s will perform the deletion.  (The extra <OK>s are"
"1.3.4.1","","","","","","","4","for insurance against error.)  Try deleting the TEST file that"
"1.3.4.1","","","","","","","5","you just created."
"1.3.4.2","3d2","0237","ROSE","Thu 8 Jan 1981 00:36:35 GMT+00:00","4","5","",""
"1.3.4.2","","","","","","","1","When you delete a file, it is not really gone forever -- it is"
"1.3.4.2","","","","","","","2","simply put on a list of deleted files.  You can undelete a file"
"1.3.4.2","","","","","","","3","with the &quot;Undelete File&quot; command.  You then type the"
"1.3.4.2","","","","","","","4","name of the file you deleted, and type <OK>.  Undelete the TEST"
"1.3.4.2","","","","","","","5","file now."
"1.3.4.3","3d3","0238","ROSE","Thu 8 Jan 1981 00:36:58 GMT+00:00","4","4","",""
"1.3.4.3","","","","","","","1","If you had really wanted to get rid of the TEST file forever,"
"1.3.4.3","","","","","","","2","after you deleted it, you could have used the Expunge command."
"1.3.4.3","","","","","","","3","It is &quot;Expunge (deleted files in) Directory <OK>&quot;."
"1.3.4.3","","","","","","","4","After you do this, all deleted files will be gone forever."
"1.3.4.4","3d4","0239","ROSE","Thu 8 Jan 1981 00:36:51 GMT+00:00","4","3","",""
"1.3.4.4","","","","","","","1","To make sure that you understand the material in this section,"
"1.3.4.4","","","","","","","2","Jump to the TEST file (it should now be undeleted), Insert a few"
"1.3.4.4","","","","","","","3","statements in it, and then Update it, Delete it, and Expunge it."
"1.3.5","3e","0240","THOM","Fri 21 Dec 1979 00:33:33 GMT+00:00","3","1","",""
"1.3.5","","","","","","","1","Some good advice"
"1.3.5.1","3e1","0241","ROSE","Thu 8 Jan 1981 00:37:09 GMT+00:00","4","2","",""
"1.3.5.1","","","","","","","1","Update your files regularly, so you will not be able to make"
"1.3.5.1","","","","","","","2","serious mistakes."
"1.3.5.2","3e2","0242","ROSE","Sat 10 Jan 1981 00:32:44 GMT+00:00","4","2","",""
"1.3.5.2","","","","","","","1","Give your files names that will be easily recognized later.  Do"
"1.3.5.2","","","","","","","2","not give them names like FILE1, FILE2, FILE3, etc."
"1.3.5.3","3e3","0537","ROSE","Mon 12 Jan 1981 07:39:21 GMT+00:00","4","7","",""
"1.3.5.3","","","","","","","1","Fairly early in your AUGMENT career, it is a good idea to learn"
"1.3.5.3","","","","","","","2","as much as you can about file control.  This is discussed in"
"1.3.5.3","","","","","","","3","this file and in the first section of the TUTOR4 file.  Some of"
"1.3.5.3","","","","","","","4","the material there repeats what you have just learned, but most"
"1.3.5.3","","","","","","","5","is new, and some of it is not easy.  The better you understand"
"1.3.5.3","","","","","","","6","the AUGMENT file mechanism, however, the easier it will be for"
"1.3.5.3","","","","","","","7","you to do your work."
"1.3.6","3f","0249","THOM","Fri 28 Dec 1979 00:23:34 GMT+00:00","3","1","",""
"1.3.6","","","","","","","1","Finding out what files you have"
"1.3.6.1","3f1","0250","ROSE","Thu 8 Jan 1981 00:37:30 GMT+00:00","4","5","",""
"1.3.6.1","","","","","","","1","Later on in this file (under the section on getting help,"
"1.3.6.1","","","","","","","2","<0220>), you will learn how to see a list of all the files in"
"1.3.6.1","","","","","","","3","your (or in any) directory.  If you feel adventuresome, try to"
"1.3.6.1","","","","","","","4","figure out how it works now.  The command is &quot;Show"
"1.3.6.1","","","","","","","5","Directory&quot;."
"1.4","4","05","THOM","Thu 7 Aug 1980 06:01:19 GMT+00:00","2","1","",""
"1.4","","","","","","","1","Working with structure"
"1.4.1","4a","014","ROSE","Mon 12 Jan 1981 07:39:25 GMT+00:00","3","10","",""
"1.4.1","","","","","","","1","So far, we have learned to move, insert, delete, and replace"
"1.4.1","","","","","","","2","single statements, and to put them at different levels in a"
"1.4.1","","","","","","","3","file.  Whenever the level-adjustment prompt &quot;L&quot; comes"
"1.4.1","","","","","","","4","up in the command window, you may type &quot;d&quot;,"
"1.4.1","","","","","","","5","&quot;u&quot;, &quot;uu&quot;, etc. to indicate that the new"
"1.4.1","","","","","","","6","statement is to be inserted down a level, up a level, up two"
"1.4.1","","","","","","","7","levels, etc., from the statement it is to follow.  Note that it"
"1.4.1","","","","","","","8","makes no sense to have a statement two levels down from a given"
"1.4.1","","","","","","","9","statement with nothing in between -- what would the new"
"1.4.1","","","","","","","10","statement be subordinate to?"
"1.4.2","4b","015","ROSE","Thu 8 Jan 1981 00:37:54 GMT+00:00","3","7","",""
"1.4.2","","","","","","","1","For this reason, it is impossible to delete a statement that has"
"1.4.2","","","","","","","2","a statement under it.  Try it, if you haven't already noticed"
"1.4.2","","","","","","","3","the problem in some of your earlier exercises.  If you really"
"1.4.2","","","","","","","4","want to delete a statement that has substructure, you must"
"1.4.2","","","","","","","5","either delete the substructure as well, or move the substructure"
"1.4.2","","","","","","","6","somewhere else so that it will be subordinate to something when"
"1.4.2","","","","","","","7","the statement that was above it is deleted."
"1.4.3","4c","016","ROSE","Thu 8 Jan 1981 00:38:02 GMT+00:00","3","9","",""
"1.4.3","","","","","","","1","It is often extremely convenient to be able to talk about larger"
"1.4.3","","","","","","","2","chunks of statements than just one.  For example, if you had a"
"1.4.3","","","","","","","3","book typed in, and if it were well structured, each chapter"
"1.4.3","","","","","","","4","title would probably be a separate first-level statement; each"
"1.4.3","","","","","","","5","section heading would be a second-level statement, and so on."
"1.4.3","","","","","","","6","If you were editing the book, it is easy to conceive of wanting"
"1.4.3","","","","","","","7","to move around the chapters into a different order, to move"
"1.4.3","","","","","","","8","around the sections of a chapter, etc.  There are names for such"
"1.4.3","","","","","","","9","things, and that is what this section of the lesson is about."
"1.4.4","4d","017","ROSE","Sat 10 Jan 1981 00:34:20 GMT+00:00","3","1","",""
"1.4.4","","","","","","","1","The branch"
"1.4.4.1","4d1","018","ROSE","Mon 12 Jan 1981 07:39:36 GMT+00:00","4","9","",""
"1.4.4.1","","","","","","","1","The following analogy is a useful way to think about the"
"1.4.4.1","","","","","","","2","structure of an AUGMENT file.  Think of a whole file as being a"
"1.4.4.1","","","","","","","3","tree with the origin statement as the trunk.  Think of each of"
"1.4.4.1","","","","","","","4","the main statements (1, 2, 3, and so on) as main branches off"
"1.4.4.1","","","","","","","5","the trunk.  Connected to each main branch may be smaller"
"1.4.4.1","","","","","","","6","&quot;subbranches&quot; (1a, 1b, 1c, etc. are the main"
"1.4.4.1","","","","","","","7","subbranches connected to the larger branch numbered 1)."
"1.4.4.1","","","","","","","8","Similarly, 1b1, 1b2, etc. are the largest branches connected to"
"1.4.4.1","","","","","","","9","the branch 1b, and so on."
"1.4.4.2","4d2","019","ROSE","Sat 10 Jan 1981 00:33:12 GMT+00:00","4","10","",""
"1.4.4.2","","","","","","","1","You can get to any twig on the tree simply by starting at the"
"1.4.4.2","","","","","","","2","main trunk, picking a main branch from the trunk, then picking a"
"1.4.4.2","","","","","","","3","main subbranch of this branch, and so on, and eventually arrive"
"1.4.4.2","","","","","","","4","at any twig.  In an AUGMENT file, the same idea holds."
"1.4.4.2","","","","","","","5","Statement 1c5 is the fifth statement under statement 1c;"
"1.4.4.2","","","","","","","6","statement 1c is the third statement under statement 1, and"
"1.4.4.2","","","","","","","7","statement 1 is the first statement under the origin.  If this"
"1.4.4.2","","","","","","","8","section has seemed difficult, please reread it, because once you"
"1.4.4.2","","","","","","","9","understand it, most of the rest of the discussion will be"
"1.4.4.2","","","","","","","10","simple."
"1.4.4.3","4d3","020","ROSE","Mon 12 Jan 1981 07:39:57 GMT+00:00","4","7","",""
"1.4.4.3","","","","","","","1","In AUGMENT, we define a &quot;branch&quot; to be a statement"
"1.4.4.3","","","","","","","2","plus all of the statements below it.  It is like an entire"
"1.4.4.3","","","","","","","3","branch of a tree, including everything connected to it all the"
"1.4.4.3","","","","","","","4","way out to the tiniest twigs.  When we say &quot;Delete Branch"
"1.4.4.3","","","","","","","5","(at) 1&quot;, it is like cutting off main branch number 1 from"
"1.4.4.3","","","","","","","6","the file &quot;tree&quot; (and, of course, everything connected"
"1.4.4.3","","","","","","","7","to it)."
"1.4.4.4","4d4","021","ROSE","Thu 8 Jan 1981 00:38:52 GMT+00:00","4","7","",""
"1.4.4.4","","","","","","","1","We do not need to cut off such enormous branches, however.  If"
"1.4.4.4","","","","","","","2","we delete the branch at 1c3, it means to find the first main"
"1.4.4.4","","","","","","","3","branch, follow it out to the third main subbranch (1a and 1b are"
"1.4.4.4","","","","","","","4","the first two), and then follow that branch out to the third"
"1.4.4.4","","","","","","","5","branch connected to it, and to cut it off there.  Statement 1c3"
"1.4.4.4","","","","","","","6","will disappear, together with anything connected to it (1c3a,"
"1.4.4.4","","","","","","","7","1c3b, 1c3b1f, etc.)"
"1.4.4.5","4d5","022","ROSE","Mon 12 Jan 1981 07:39:46 GMT+00:00","4","5","",""
"1.4.4.5","","","","","","","1","To identify a branch, all we need to do is identify the main"
"1.4.4.5","","","","","","","2","statement to which everything else is connected.  Thus, when you"
"1.4.4.5","","","","","","","3","say &quot;Delete Branch (at)&quot; and you mark a statement, the"
"1.4.4.5","","","","","","","4","statements that will be deleted are the statement you marked and"
"1.4.4.5","","","","","","","5","all of the statements below it."
"1.4.4.6","4d6","033","ROSE","Thu 8 Jan 1981 00:39:07 GMT+00:00","4","10","",""
"1.4.4.6","","","","","","","1","As an example, consider the short menu below.  The branch at"
"1.4.4.6","","","","","","","2","MENU is the whole menu (nine statements); the branch at CEREAL"
"1.4.4.6","","","","","","","3","includes three statements: CEREAL, WITH CREAM, and WITH MILK."
"1.4.4.6","","","","","","","4","The branch at COFFEE consists of only one statement, itself."
"1.4.4.6","","","","","","","5","How many statements are in the branch at DINNER?  To check your"
"1.4.4.6","","","","","","","6","answer, try using the Delete Branch command, and mark the"
"1.4.4.6","","","","","","","7","statement &quot;DINNER&quot; below.  Then try the same command"
"1.4.4.6","","","","","","","8","on other parts of the menu until it is all deleted.  (Please"
"1.4.4.6","","","","","","","9","point only to statements in the menu, as Delete Branch can"
"1.4.4.6","","","","","","","10","delete large portions of a file.)"
"1.4.4.6.1","4d6a","024","THOM","Wed 19 Dec 1979 01:14:04 GMT+00:00","5","1","",""
"1.4.4.6.1","","","","","","","1","MENU"
"1.4.4.6.1.1","4d6a1","025","THOM","Wed 19 Dec 1979 01:14:07 GMT+00:00","6","1","",""
"1.4.4.6.1.1","","","","","","","1","BREAKFAST"
"1.4.4.6.1.1.1","4d6a1a","028","THOM","Wed 19 Dec 1979 01:14:12 GMT+00:00","7","1","",""
"1.4.4.6.1.1.1","","","","","","","1","CEREAL"
"1.4.4.6.1.1.1.1","4d6a1a1","029","THOM","Wed 19 Dec 1979 01:14:16 GMT+00:00","8","1","",""
"1.4.4.6.1.1.1.1","","","","","","","1","WITH CREAM"
"1.4.4.6.1.1.1.2","4d6a1a2","030","THOM","Wed 19 Dec 1979 01:14:18 GMT+00:00","8","1","",""
"1.4.4.6.1.1.1.2","","","","","","","1","WITH MILK"
"1.4.4.6.1.1.2","4d6a1b","031","THOM","Wed 19 Dec 1979 01:14:25 GMT+00:00","7","1","",""
"1.4.4.6.1.1.2","","","","","","","1","COFFEE"
"1.4.4.6.1.2","4d6a2","026","THOM","Wed 19 Dec 1979 01:14:08 GMT+00:00","6","1","",""
"1.4.4.6.1.2","","","","","","","1","LUNCH"
"1.4.4.6.1.3","4d6a3","027","THOM","Wed 19 Dec 1979 01:14:08 GMT+00:00","6","1","",""
"1.4.4.6.1.3","","","","","","","1","DINNER"
"1.4.4.6.1.3.1","4d6a3a","032","THOM","Wed 19 Dec 1979 01:14:37 GMT+00:00","7","1","",""
"1.4.4.6.1.3.1","","","","","","","1","STEAK"
"1.4.4.7","4d7","034","ROSE","Thu 8 Jan 1981 00:39:22 GMT+00:00","4","3","",""
"1.4.4.7","","","","","","","1","The word Branch is simply another noun like Statement, Word,"
"1.4.4.7","","","","","","","2","Character, and so on.  Many of the editing verbs you already"
"1.4.4.7","","","","","","","3","know can be applied to it, such as Delete, Move, and Replace."
"1.4.4.8","4d8","035","THOM","Wed 19 Dec 1979 02:02:57 GMT+00:00","4","5","",""
"1.4.4.8","","","","","","","1","When you first begin to work with larger collections of AUGMENT"
"1.4.4.8","","","","","","","2","entities, you will probably be surprised from time to time by"
"1.4.4.8","","","","","","","3","the actions of various commands.  The simplest is probably the"
"1.4.4.8","","","","","","","4","following.  Consider the statements below, and suppose that you"
"1.4.4.8","","","","","","","5","wish to convert this set of statements:"
"1.4.4.8.1","4d8a","036","THOM","Wed 19 Dec 1979 02:02:29 GMT+00:00","5","1","",""
"1.4.4.8.1","","","","","","","1","ABCD"
"1.4.4.8.1.1","4d8a1","037","THOM","Wed 19 Dec 1979 02:02:31 GMT+00:00","6","1","",""
"1.4.4.8.1.1","","","","","","","1","EFGH"
"1.4.4.9","4d9","038","THOM","Wed 19 Dec 1979 02:02:33 GMT+00:00","4","1","",""
"1.4.4.9","","","","","","","1","IJKL"
"1.4.4.10","4d10","039","ROSE","Sat 10 Jan 1981 00:33:36 GMT+00:00","4","1","",""
"1.4.4.10","","","","","","","1","to this:"
"1.4.4.10.1","4d10a","040","THOM","Wed 19 Dec 1979 02:02:40 GMT+00:00","5","1","",""
"1.4.4.10.1","","","","","","","1","ABCD"
"1.4.4.10.2","4d10b","041","THOM","Wed 19 Dec 1979 02:02:42 GMT+00:00","5","1","",""
"1.4.4.10.2","","","","","","","1","IJKL"
"1.4.4.10.2.1","4d10b1","042","THOM","Wed 19 Dec 1979 02:02:44 GMT+00:00","6","1","",""
"1.4.4.10.2.1","","","","","","","1","EFGH"
"1.4.4.11","4d11","043","ROSE","Sat 10 Jan 1981 00:33:38 GMT+00:00","4","3","",""
"1.4.4.11","","","","","","","1","Your first impulse might be to use the Move Statement command,"
"1.4.4.11","","","","","","","2","and to mark IJKL to follow ABCD at the same level.  Try it and"
"1.4.4.11","","","","","","","3","see what happens."
"1.4.4.12","4d12","045","ROSE","Thu 8 Jan 1981 00:39:49 GMT+00:00","4","11","",""
"1.4.4.12","","","","","","","1","Nothing appears to happen.  Can you think of why?  The reason is"
"1.4.4.12","","","","","","","2","that in some sense, the statement EFGH &quot;belongs&quot; to"
"1.4.4.12","","","","","","","3","statement ABCD, not to IJKL.  If ABCD were a chapter title, EFGH"
"1.4.4.12","","","","","","","4","would be the contents of that chapter.  Inserting a new chapter"
"1.4.4.12","","","","","","","5","title should not move the contents of the other chapter to be"
"1.4.4.12","","","","","","","6","within it.  When you tell the machine that the new statement is"
"1.4.4.12","","","","","","","7","to follow an old chapter head, and to be at the same level, it"
"1.4.4.12","","","","","","","8","assumes that it, too, will be a chapter title.  It is therefore"
"1.4.4.12","","","","","","","9","put where the next chapter title belongs.  You can, however,"
"1.4.4.12","","","","","","","10","move the EFGH to follow the IJKL, using the level adjustment to"
"1.4.4.12","","","","","","","11","do it.  Go back to the example, and try that."
"1.4.4.13","4d13","046","ROSE","Thu 8 Jan 1981 00:40:16 GMT+00:00","4","10","",""
"1.4.4.13","","","","","","","1","The following exercise will thoroughly test your ability to move"
"1.4.4.13","","","","","","","2","around statements.  Turn off the statement numbers (they would"
"1.4.4.13","","","","","","","3","only be confusing at this point), and try to arrange the"
"1.4.4.13","","","","","","","4","following statements so that they are &quot;in order&quot;.  In"
"1.4.4.13","","","","","","","5","other words, 1a should follow 1, and should be down a level,"
"1.4.4.13","","","","","","","6","etc.  The two statements marked &quot;extra&quot; should be"
"1.4.4.13","","","","","","","7","deleted.  Jump to the statement marked QUIZ below, and try to"
"1.4.4.13","","","","","","","8","order it without retyping anything -- you are only allowed to"
"1.4.4.13","","","","","","","9","Move and Delete.  Remember that you can move Branches as well as"
"1.4.4.13","","","","","","","10","individual statements."
"1.4.4.14","4d14","047","ROSE","Thu 8 Jan 1981 00:40:17 GMT+00:00","4","1","",""
"1.4.4.14","","","","","","","1","QUIZ"
"1.4.4.14.1","4d14a","048","THOM","Wed 19 Dec 1979 02:07:44 GMT+00:00","5","1","",""
"1.4.4.14.1","","","","","","","1","1"
"1.4.4.14.1.1","4d14a1","053","THOM","Wed 19 Dec 1979 02:07:52 GMT+00:00","6","1","",""
"1.4.4.14.1.1","","","","","","","1","1c1"
"1.4.4.14.1.1.1","4d14a1a","054","THOM","Wed 19 Dec 1979 02:07:54 GMT+00:00","7","1","",""
"1.4.4.14.1.1.1","","","","","","","1","1c1a"
"1.4.4.14.1.2","4d14a2","050","THOM","Wed 19 Dec 1979 02:07:47 GMT+00:00","6","1","",""
"1.4.4.14.1.2","","","","","","","1","1a1"
"1.4.4.14.1.3","4d14a3","051","THOM","Wed 19 Dec 1979 02:07:49 GMT+00:00","6","1","",""
"1.4.4.14.1.3","","","","","","","1","1b"
"1.4.4.14.1.4","4d14a4","055","THOM","Wed 19 Dec 1979 02:07:55 GMT+00:00","6","1","",""
"1.4.4.14.1.4","","","","","","","1","1d"
"1.4.4.14.2","4d14b","065","THOM","Wed 19 Dec 1979 02:08:11 GMT+00:00","5","1","",""
"1.4.4.14.2","","","","","","","1","extra"
"1.4.4.14.2.1","4d14b1","056","THOM","Wed 19 Dec 1979 02:07:57 GMT+00:00","6","1","",""
"1.4.4.14.2.1","","","","","","","1","2"
"1.4.4.14.2.1.1","4d14b1a","060","THOM","Wed 19 Dec 1979 02:08:03 GMT+00:00","7","1","",""
"1.4.4.14.2.1.1","","","","","","","1","2c"
"1.4.4.14.2.1.1.1","4d14b1a1","061","THOM","Wed 19 Dec 1979 02:08:04 GMT+00:00","8","1","",""
"1.4.4.14.2.1.1.1","","","","","","","1","2c1"
"1.4.4.14.2.1.1.1.1","4d14b1a1a","062","THOM","Wed 19 Dec 1979 02:08:07 GMT+00:00","9","1","",""
"1.4.4.14.2.1.1.1.1","","","","","","","1","2c1a"
"1.4.4.14.2.1.2","4d14b1b","064","THOM","Wed 19 Dec 1979 02:08:09 GMT+00:00","7","1","",""
"1.4.4.14.2.1.2","","","","","","","1","2d"
"1.4.4.14.3","4d14c","059","THOM","Wed 19 Dec 1979 02:08:01 GMT+00:00","5","1","",""
"1.4.4.14.3","","","","","","","1","extra"
"1.4.4.14.3.1","4d14c1","057","THOM","Wed 19 Dec 1979 02:07:58 GMT+00:00","6","1","",""
"1.4.4.14.3.1","","","","","","","1","2a"
"1.4.4.14.3.1.1","4d14c1a","066","THOM","Wed 19 Dec 1979 02:08:12 GMT+00:00","7","1","",""
"1.4.4.14.3.1.1","","","","","","","1","3"
"1.4.4.14.3.1.1.1","4d14c1a1","049","THOM","Wed 19 Dec 1979 02:07:46 GMT+00:00","8","1","",""
"1.4.4.14.3.1.1.1","","","","","","","1","1a"
"1.4.4.14.3.1.1.1.1","4d14c1a1a","052","THOM","Wed 19 Dec 1979 02:07:50 GMT+00:00","9","1","",""
"1.4.4.14.3.1.1.1.1","","","","","","","1","1c"
"1.4.4.14.3.1.1.1.1.1","4d14c1a1a1","058","THOM","Wed 19 Dec 1979 02:07:59 GMT+00:00","10","1","",""
"1.4.4.14.3.1.1.1.1.1","","","","","","","1","2b"
"1.4.4.14.4","4d14d","063","THOM","Wed 19 Dec 1979 02:08:09 GMT+00:00","5","1","",""
"1.4.4.14.4","","","","","","","1","2c1b"
"1.4.4.15","4d15","067","THOM","Wed 19 Dec 1979 02:10:06 GMT+00:00","4","1","",""
"1.4.4.15","","","","","","","1","ANSWER"
"1.4.4.15.1","4d15a","069","THOM","Wed 19 Dec 1979 02:07:44 GMT+00:00","5","1","",""
"1.4.4.15.1","","","","","","","1","1"
"1.4.4.15.1.1","4d15a1","070","THOM","Wed 19 Dec 1979 02:07:46 GMT+00:00","6","1","",""
"1.4.4.15.1.1","","","","","","","1","1a"
"1.4.4.15.1.1.1","4d15a1a","071","THOM","Wed 19 Dec 1979 02:07:47 GMT+00:00","7","1","",""
"1.4.4.15.1.1.1","","","","","","","1","1a1"
"1.4.4.15.1.2","4d15a2","072","THOM","Wed 19 Dec 1979 02:07:49 GMT+00:00","6","1","",""
"1.4.4.15.1.2","","","","","","","1","1b"
"1.4.4.15.1.3","4d15a3","073","THOM","Wed 19 Dec 1979 02:07:50 GMT+00:00","6","1","",""
"1.4.4.15.1.3","","","","","","","1","1c"
"1.4.4.15.1.3.1","4d15a3a","074","THOM","Wed 19 Dec 1979 02:07:52 GMT+00:00","7","1","",""
"1.4.4.15.1.3.1","","","","","","","1","1c1"
"1.4.4.15.1.3.1.1","4d15a3a1","075","THOM","Wed 19 Dec 1979 02:07:54 GMT+00:00","8","1","",""
"1.4.4.15.1.3.1.1","","","","","","","1","1c1a"
"1.4.4.15.1.4","4d15a4","076","THOM","Wed 19 Dec 1979 02:07:55 GMT+00:00","6","1","",""
"1.4.4.15.1.4","","","","","","","1","1d"
"1.4.4.15.2","4d15b","077","THOM","Wed 19 Dec 1979 02:07:57 GMT+00:00","5","1","",""
"1.4.4.15.2","","","","","","","1","2"
"1.4.4.15.2.1","4d15b1","078","THOM","Wed 19 Dec 1979 02:07:58 GMT+00:00","6","1","",""
"1.4.4.15.2.1","","","","","","","1","2a"
"1.4.4.15.2.2","4d15b2","079","THOM","Wed 19 Dec 1979 02:07:59 GMT+00:00","6","1","",""
"1.4.4.15.2.2","","","","","","","1","2b"
"1.4.4.15.2.3","4d15b3","080","THOM","Wed 19 Dec 1979 02:08:03 GMT+00:00","6","1","",""
"1.4.4.15.2.3","","","","","","","1","2c"
"1.4.4.15.2.3.1","4d15b3a","081","THOM","Wed 19 Dec 1979 02:08:04 GMT+00:00","7","1","",""
"1.4.4.15.2.3.1","","","","","","","1","2c1"
"1.4.4.15.2.3.1.1","4d15b3a1","082","THOM","Wed 19 Dec 1979 02:08:07 GMT+00:00","8","1","",""
"1.4.4.15.2.3.1.1","","","","","","","1","2c1a"
"1.4.4.15.2.3.1.2","4d15b3a2","083","THOM","Wed 19 Dec 1979 02:08:09 GMT+00:00","8","1","",""
"1.4.4.15.2.3.1.2","","","","","","","1","2c1b"
"1.4.4.15.2.4","4d15b4","084","THOM","Wed 19 Dec 1979 02:08:09 GMT+00:00","6","1","",""
"1.4.4.15.2.4","","","","","","","1","2d"
"1.4.4.15.3","4d15c","085","THOM","Wed 19 Dec 1979 02:08:12 GMT+00:00","5","1","",""
"1.4.4.15.3","","","","","","","1","3"
"1.4.4.16","4d16","086","ROSE","Sat 10 Jan 1981 00:34:00 GMT+00:00","4","11","",""
"1.4.4.16","","","","","","","1","This is not really much of an answer, because it does not show"
"1.4.4.16","","","","","","","2","you how to get there, but if you did succeed, you now have a"
"1.4.4.16","","","","","","","3","good understanding of structure.  If you had trouble, read the"
"1.4.4.16","","","","","","","4","rest of this paragraph, and go back and try to finish up."
"1.4.4.16","","","","","","","5","Otherwise, go on.  First, you cannot delete a statement with"
"1.4.4.16","","","","","","","6","structure under it.  The statements under any &quot;extra&quot;"
"1.4.4.16","","","","","","","7","statement should first be moved out (Move Branch can move a"
"1.4.4.16","","","","","","","8","number of statements at the same time).  One possible method to"
"1.4.4.16","","","","","","","9","approach the problem might be to get statements 1, 2, and 3 in"
"1.4.4.16","","","","","","","10","the right positions.  Then concentrate on getting 1a, 1b, and so"
"1.4.4.16","","","","","","","11","on.  Eventually, everything will be put in order."
"1.4.4.17","4d17","096","THOM","Wed 19 Dec 1979 02:14:29 GMT+00:00","4","7","",""
"1.4.4.17","","","","","","","1","There are a few things that many people find confusing about the"
"1.4.4.17","","","","","","","2","concept of a branch.  The main thing to remember is that"
"1.4.4.17","","","","","","","3","branches can be different sizes.  Absolutely every statement in"
"1.4.4.17","","","","","","","4","your file defines a branch of some sort -- some of those"
"1.4.4.17","","","","","","","5","branches are large (if they have a lot of statements under"
"1.4.4.17","","","","","","","6","them), and some are only a single statement (if they have no"
"1.4.4.17","","","","","","","7","statements under them)."
"1.4.4.18","4d18","097","THOM","Wed 19 Dec 1979 02:16:06 GMT+00:00","4","8","",""
"1.4.4.18","","","","","","","1","Remember also that statements under a statement in some sense"
"1.4.4.18","","","","","","","2","belong to that statement.  This allows a statement and all the"
"1.4.4.18","","","","","","","3","statements under it (those having to do with it) to be moved,"
"1.4.4.18","","","","","","","4","deleted, and so on as one unit.  You are also prevented from"
"1.4.4.18","","","","","","","5","unintentionally altering the structure of a file by simply"
"1.4.4.18","","","","","","","6","inserting new information.  If you want material to be moved out"
"1.4.4.18","","","","","","","7","from under one statement to be under another, you must"
"1.4.4.18","","","","","","","8","specifically command the machine to do so."
"1.4.5","4e","0141","ROSE","Sat 10 Jan 1981 00:34:10 GMT+00:00","3","1","",""
"1.4.5","","","","","","","1","The group"
"1.4.5.1","4e1","0142","ROSE","Sat 10 Jan 1981 00:34:08 GMT+00:00","4","4","",""
"1.4.5.1","","","","","","","1","The &quot;group&quot; is another large structural entity in"
"1.4.5.1","","","","","","","2","AUGMENT.  It consists of a number of consecutive branches"
"1.4.5.1","","","","","","","3","(remember that a branch includes all the statements below a"
"1.4.5.1","","","","","","","4","given statement)."
"1.4.5.2","4e2","0143","ROSE","Mon 12 Jan 1981 07:40:58 GMT+00:00","4","10","",""
"1.4.5.2","","","","","","","1","Probably the best way to make the concept of a group clear is by"
"1.4.5.2","","","","","","","2","way of the example below.  A group might consist of the three"
